"","lsam","linc","educ","cacc","sacc","hous","life","occ"
"15951",11.1569645517652,11.9187238508685,12,3,2,4,1,4
"15952",11.1569645517652,11.9187238508685,12,3,2,4,1,4
"15953",11.1569645517652,11.9187238508685,12,3,2,4,1,4
"15954",11.1569645517652,11.9187238508685,12,3,2,4,1,4
"15955",11.1569645517652,11.9187238508685,12,3,2,4,1,4
"15956",3.91202300542815,11.6086900869546,16,2,1,3,1,6
"15957",3.91202300542815,11.6086900869546,16,2,1,3,1,6
"15958",3.91202300542815,11.6086900869546,16,2,1,3,1,6
"15959",3.91202300542815,11.6086900869546,16,2,1,3,1,6
"15960",3.91202300542815,11.6086900869546,16,2,1,3,1,6
"15961",3.91202300542815,16.3087201427898,16,3,1,3,2,7
"15962",3.91202300542815,16.4638142932249,16,3,1,3,2,7
"15963",3.91202300542815,16.443077120864,16,3,1,3,2,7
"15964",3.91202300542815,16.5531227975487,16,3,1,3,2,7
"15965",3.91202300542815,16.5054001828662,16,3,1,3,2,7
"15966",15.830420245151,17.214707606961,17,3,3,3,1,6
"15967",15.7206061529478,17.3584982582375,17,3,3,3,1,6
"15968",15.7713781099835,17.2230229578592,17,3,3,3,1,6
"15969",15.7854231860522,17.1685693131602,17,3,3,3,1,6
"15970",15.6842387843481,17.1042873751862,17,3,3,3,1,6
"15971",3.91202300542815,11.350994597824,12,3,1,3,1,3
"15972",3.91202300542815,11.350994597824,12,3,1,3,1,3
"15973",3.91202300542815,11.350994597824,12,3,1,3,1,3
"15974",3.91202300542815,11.350994597824,12,3,1,3,1,3
"15975",3.91202300542815,11.350994597824,12,3,1,3,1,3
"15976",6.47697236288968,10.9516833552902,12,2,4,3,1,3
"15977",6.47697236288968,10.9516833552902,12,2,4,3,1,3
"15978",6.47697236288968,10.9516833552902,12,2,4,3,1,3
"15979",6.47697236288968,10.9516833552902,12,2,4,3,1,3
"15980",6.47697236288968,10.9516833552902,12,2,4,3,1,3
"15981",12.2598503512106,16.1200986436285,16,2,4,3,2,6
"15982",12.2407155889737,16.0476785514543,16,2,4,3,2,6
"15983",12.2692821589281,15.9811355298137,16,2,4,3,2,6
"15984",12.2924796732709,16.1941349711439,16,2,4,3,2,6
"15985",12.235874136767,16.1220926522951,16,2,4,3,2,6
"15986",12.100989869077,12.5778086008942,17,3,2,3,1,6
"15987",12.100989869077,12.5778086008942,17,3,2,3,1,6
"15988",12.100989869077,12.5778086008942,17,3,2,3,1,6
"15989",12.100989869077,12.5778086008942,17,3,2,3,1,6
"15990",12.100989869077,12.5778086008942,17,3,2,3,1,6
"15991",10.001067880875,15.1319321963559,16,5,3,3,1,6
"15992",9.95465583911053,15.1968049399958,16,5,3,3,1,6
"15993",9.80090096376103,15.1075079757823,16,5,3,3,1,6
"15994",9.80090096376103,15.1968049399958,16,5,3,3,1,6
"15995",9.95465583911053,15.2624413055373,16,5,3,3,1,6
"15996",3.91202300542815,17.2449730251183,17,5,1,3,1,6
"15997",3.91202300542815,17.4369151842084,17,5,1,3,1,6
"15998",3.91202300542815,17.4897851280797,17,5,1,3,1,6
"15999",3.91202300542815,17.3844811246493,17,5,1,3,1,6
"16000",3.91202300542815,17.1311518668042,17,5,1,3,1,6
"16001",3.91202300542815,9.21532791348722,12,2,1,3,2,7
"16002",3.91202300542815,9.3101857069459,12,2,1,3,2,7
"16003",3.91202300542815,9.3101857069459,12,2,1,3,2,7
"16004",3.91202300542815,9.3101857069459,12,2,1,3,2,7
"16005",3.91202300542815,9.3101857069459,12,2,1,3,2,7
"16006",3.91202300542815,15.1841627064108,17,4,1,6,1,6
"16007",3.91202300542815,15.1841627064108,17,4,1,6,1,6
"16008",3.91202300542815,15.1841627064108,17,4,1,6,1,6
"16009",3.91202300542815,15.1867039715489,17,4,1,6,1,6
"16010",3.91202300542815,15.1841627064108,17,4,1,6,1,6
"16011",3.91202300542815,12.5674116955958,16,3,1,3,1,6
"16012",3.91202300542815,12.5674116955958,16,3,1,3,1,6
"16013",3.91202300542815,12.5674116955958,16,3,1,3,1,6
"16014",3.91202300542815,12.5674116955958,16,3,1,3,1,6
"16015",3.91202300542815,12.5674116955958,16,3,1,3,1,6
"16016",7.34601020991329,10.3106179399634,16,2,2,4,1,6
"16017",7.34601020991329,10.3106179399634,16,2,2,4,1,6
"16018",7.34601020991329,10.3106179399634,16,2,2,4,1,6
"16019",7.34601020991329,10.3106179399634,16,2,2,4,1,6
"16020",7.34601020991329,10.3106179399634,16,2,2,4,1,6
"16021",10.8789901440421,14.4521138417124,16,2,2,3,1,5
"16022",11.1569645517652,14.3808527757017,16,2,2,3,1,5
"16023",11.1131938887098,14.5430833195392,16,2,2,3,1,5
"16024",10.969059987126,14.4678617853316,16,2,2,3,1,5
"16025",10.8405608235928,14.5235709812565,16,2,2,3,1,5
"16026",3.91202300542815,10.5978839524965,14,3,1,3,1,5
"16027",3.91202300542815,10.5978839524965,14,3,1,3,1,5
"16028",3.91202300542815,10.5978839524965,14,3,1,3,1,5
"16029",3.91202300542815,10.5978839524965,14,3,1,3,1,5
"16030",3.91202300542815,10.5978839524965,14,3,1,3,1,5
"16031",7.0475172213573,16.2215588678827,12,2,4,3,2,6
"16032",7.0475172213573,16.2206567519086,12,2,4,3,2,6
"16033",7.0475172213573,16.2224601707769,12,2,4,3,2,6
"16034",7.0475172213573,16.2215588678827,12,2,4,3,2,6
"16035",7.0475172213573,16.2206567519086,12,2,4,3,2,6
"16036",3.91202300542815,15.0003158332764,16,2,1,6,2,6
"16037",3.91202300542815,15.0064133201945,16,2,1,6,2,6
"16038",3.91202300542815,15.0064133201945,16,2,1,6,2,6
"16039",3.91202300542815,15.0124738529793,16,2,1,6,2,6
"16040",3.91202300542815,15.0124738529793,16,2,1,6,2,6
"16041",6.47697236288968,11.4408922620704,16,3,2,3,1,7
"16042",6.47697236288968,11.4408922620704,16,3,2,3,1,7
"16043",6.47697236288968,11.4408922620704,16,3,2,3,1,7
"16044",6.47697236288968,11.4515818347292,16,3,2,3,1,7
"16045",6.47697236288968,11.4408922620704,16,3,2,3,1,7
"16046",3.91202300542815,11.9187238508685,17,3,1,3,1,6
"16047",3.91202300542815,11.9187238508685,17,3,1,3,1,6
"16048",3.91202300542815,12.0079265383892,17,3,1,3,1,6
"16049",3.91202300542815,12.1283813378143,17,3,1,3,1,6
"16050",3.91202300542815,12.2551008765975,17,3,1,3,1,6
"16051",3.91202300542815,13.2464376925063,12,5,1,5,1,7
"16052",3.91202300542815,13.2587282519248,12,5,1,5,1,7
"16053",3.91202300542815,13.55291126588,12,5,1,5,1,7
"16054",3.91202300542815,13.1324127132573,12,5,1,5,1,7
"16055",3.91202300542815,13.2177644621676,12,5,1,5,1,7
"16056",8.70781355102489,10.6930806313643,12,1,2,2,1,3
"16057",8.70781355102489,10.6930806313643,12,1,2,2,1,3
